filename,true_label,prediction,probability,eval_time_sec
ai_image94.png,1,1,0.999672532081604,0.4859743118286133
ai_image841.png,1,0,0.4998842775821686,0.3666517734527588
std_image3569.png,0,0,3.671554441098124e-05,0.35280728340148926
ai_image2032.png,1,1,0.9979333877563477,0.39839696884155273
ai_image2742.png,1,1,0.9998935461044312,0.37149572372436523
std_image906.png,0,1,0.874313235282898,0.34532713890075684
std_image1282.png,0,0,7.225038622937774e-11,0.34926939010620117
std_image4117.png,0,0,3.996883151557995e-06,0.3252522945404053
std_image2094.png,0,0,0.00014896214997861534,0.36717867851257324
std_image4211.png,0,0,7.675721391819934e-09,0.3961663246154785
ai_image863.png,1,0,0.2854871451854706,0.37029576301574707
std_image1217.png,0,0,0.038682423532009125,0.3451828956604004
std_image1557.png,0,0,1.0239034509140765e-06,0.4986584186553955
ai_image1685.png,1,1,0.9737948775291443,0.34622812271118164
std_image551.png,0,0,0.15580573678016663,0.3436129093170166
std_image3558.png,0,0,5.88281977798033e-07,0.3589010238647461
std_image594.png,0,0,0.00767559465020895,0.3399233818054199
ai_image1598.png,1,0,0.00394460279494524,0.3675711154937744
std_image3189.png,0,0,0.003957551438361406,0.28449320793151855
ai_image1152.png,1,0,3.762280442742849e-08,0.30934786796569824
std_image1266.png,0,1,0.9546908736228943,0.331251859664917
std_image1789.png,0,0,2.412056154810216e-08,0.33185648918151855
ai_image1230.png,1,1,0.8305875062942505,0.2956514358520508
ai_image1483.png,1,1,0.8236168622970581,0.3392970561981201
std_image2993.png,0,1,0.9801125526428223,0.3487262725830078
std_image2091.png,0,0,8.851875321624902e-08,0.3101820945739746
ai_image210.png,1,0,0.027879225090146065,0.33782148361206055
std_image2169.png,0,0,0.06388399749994278,0.34419679641723633
std_image3389.png,0,0,0.011716071516275406,0.32308244705200195
ai_image1324.png,1,1,0.8208408951759338,0.37032008171081543
std_image2694.png,0,1,0.9891441464424133,0.31630754470825195
ai_image1699.png,1,1,0.8551483750343323,0.3241732120513916
std_image1166.png,0,0,0.2932739555835724,0.3649721145629883
std_image3315.png,0,1,0.9159590005874634,0.3240189552307129
ai_image600.png,1,1,0.9785409569740295,0.3023393154144287
std_image4013.png,0,0,0.02390831895172596,0.35614705085754395
ai_image294.png,1,0,0.00015716343477834016,0.31444883346557617
ai_image773.png,1,0,0.10628287494182587,0.29958009719848633
std_image1495.png,0,0,6.512566324090585e-05,0.35145092010498047
ai_image2006.png,1,0,0.06987076252698898,0.42624711990356445
ai_image1502.png,1,1,0.8073403239250183,0.3391399383544922
std_image2748.png,0,0,0.08851472288370132,0.36669206619262695
ai_image2780.png,1,1,0.9976925849914551,0.331648588180542
std_image3884.png,0,0,5.994707521495002e-07,0.35826611518859863
ai_image1647.png,1,1,0.702811062335968,0.35013818740844727
ai_image1951.png,1,1,0.9998857975006104,0.3157224655151367
std_image3121.png,0,0,0.23058243095874786,0.31760168075561523
ai_image475.png,1,1,0.9083884954452515,0.3493821620941162
std_image203.png,0,0,0.0006597655010409653,0.34270286560058594
std_image1048.png,0,0,6.219854549271986e-05,0.30510997772216797
ai_image739.png,1,1,0.9432908296585083,0.3357207775115967
std_image1962.png,0,1,0.9702355265617371,0.3473024368286133
ai_image1732.png,1,1,0.9999915361404419,0.3072638511657715
std_image3086.png,0,0,1.4783385893224477e-07,0.3482017517089844
ai_image2825.png,1,1,0.5568355917930603,0.3380451202392578
std_image1236.png,0,0,5.007657932765142e-07,0.35292840003967285
std_image1992.png,0,0,0.018252354115247726,0.45423245429992676
ai_image1904.png,1,1,0.998731791973114,0.32520174980163574
std_image301.png,0,0,0.15580573678016663,0.3050999641418457
std_image3525.png,0,0,2.9707525502076226e-12,0.34258031845092773
std_image4290.png,0,0,0.008475488051772118,0.31859374046325684
std_image2983.png,0,0,0.025634022429585457,0.3657817840576172
std_image972.png,0,0,0.00044913453166373074,0.3372056484222412
std_image1779.png,0,0,0.4555772542953491,0.31696271896362305
std_image1511.png,0,1,0.5414319038391113,0.3282604217529297
std_image2158.png,0,0,0.34814363718032837,0.33098578453063965
ai_image1989.png,1,1,0.9647107720375061,0.299389123916626
std_image3133.png,0,0,0.008882938884198666,0.33761119842529297
ai_image628.png,1,1,0.5557186603546143,0.3282897472381592
ai_image1529.png,1,1,0.5841803550720215,0.3233785629272461
std_image1496.png,0,0,0.06998854130506516,0.30855345726013184
std_image3071.png,0,1,0.5522257685661316,0.3277280330657959
ai_image1859.png,1,1,0.954888105392456,0.354583740234375
std_image4169.png,0,0,2.53520893167547e-09,0.32888293266296387
std_image3937.png,0,0,7.326403927976344e-09,0.34618163108825684
std_image612.png,0,0,0.0022615024354308844,0.31349968910217285
ai_image561.png,1,0,0.3142058551311493,0.342104434967041
std_image2341.png,0,1,0.5912142395973206,0.3244185447692871
ai_image1662.png,1,0,0.2747141420841217,0.31989502906799316
ai_image1744.png,1,1,0.9998493194580078,0.36122941970825195
std_image2048.png,0,0,2.997267438331619e-05,0.34494924545288086
ai_image1897.png,1,1,0.9955173134803772,0.32384157180786133
std_image627.png,0,1,0.9584218263626099,0.3437011241912842
std_image1394.png,0,0,0.00017177614790853113,0.3523440361022949
ai_image2469.png,1,0,0.03882015869021416,0.3116796016693115
ai_image1240.png,1,1,0.9307642579078674,0.3243257999420166
std_image3021.png,0,0,0.0009992050472646952,0.3300149440765381
ai_image2613.png,1,0,0.03882015869021416,0.3208463191986084
ai_image1617.png,1,0,0.3774235248565674,0.3077507019042969
ai_image2517.png,1,0,0.1941802054643631,0.32883787155151367
std_image1694.png,0,0,0.00026642504963092506,0.33087682723999023
std_image1259.png,0,0,4.093644747626968e-06,0.3285353183746338
ai_image2196.png,1,1,0.6795262694358826,0.32607460021972656
std_image1703.png,0,0,0.00284280302003026,0.3418130874633789
std_image2519.png,0,0,0.06381230801343918,0.32704806327819824
std_image2083.png,0,0,0.001033832784742117,0.3585481643676758
ai_image2369.png,1,1,0.9999288320541382,0.3315713405609131
std_image2228.png,0,0,9.921572200255468e-05,0.32764172554016113
ai_image1526.png,1,1,0.56864333152771,0.33264684677124023
std_image3827.png,0,0,0.00010221560660284013,0.4563319683074951
ai_image215.png,1,1,0.8896283507347107,0.33841967582702637
std_image629.png,0,0,1.3211528084866586e-06,0.34488344192504883
std_image2505.png,0,0,1.3126467592883273e-06,0.3139808177947998
ai_image258.png,1,0,0.0002902272390201688,0.30687475204467773
std_image1615.png,0,0,0.0013885973021388054,0.31789422035217285
ai_image2621.png,1,0,0.0011892941547557712,0.35484886169433594
ai_image2403.png,1,0,0.20484167337417603,0.31201601028442383
std_image2387.png,0,0,0.04638133570551872,0.3214266300201416
ai_image1536.png,1,1,0.9704419374465942,0.35509777069091797
std_image3829.png,0,0,5.239822898489566e-12,0.32954835891723633
std_image2258.png,0,0,9.839893664320698e-07,0.3274719715118408
std_image3041.png,0,0,0.46717023849487305,0.3335113525390625
ai_image2453.png,1,0,0.2166377305984497,0.32740068435668945
ai_image1479.png,1,0,0.1607973873615265,0.32065749168395996
ai_image1564.png,1,0,0.004766577854752541,0.33421921730041504
std_image2907.png,0,1,0.8462030291557312,0.35772275924682617
std_image1730.png,0,0,0.03705156594514847,0.36077141761779785
std_image1268.png,0,1,0.7316561937332153,0.3540492057800293
std_image3370.png,0,0,0.0262951347976923,0.3408687114715576
std_image2830.png,0,0,5.735601863653085e-15,0.32639241218566895
ai_image1247.png,1,0,3.5177711765754793e-07,0.3326575756072998
